Stock,yr,bbmsy,ffmsy,bbmsy.effEdepP,ffmsy.effEdepP
Ocyurus chrysurus3,1951,1.39255749018113,8.02784560979151e-08,1.39255749018113,8.02784560979151e-08
Ocyurus chrysurus3,1952,0.00134034511901035,8.34056570608256e-05,0.00134034511901035,8.34056570608256e-05
Ocyurus chrysurus3,1953,7.79545354513902e-05,0.0014340713428924,7.79545354513902e-05,0.0014340713428924
Ocyurus chrysurus3,1954,2.83641114988568e-05,0.00394133147247832,2.83641114988568e-05,0.00394133147247832
Ocyurus chrysurus3,1955,3.76620249972569e-05,0.00296830468747952,3.76620249972569e-05,0.00296830468747952
Ocyurus chrysurus3,1956,0.00023496872716863,0.000475775507176743,0.00023496872716863,0.000475775507176743
Ocyurus chrysurus3,1957,0.0398070824908831,0.280835364824669,0.0398070824908831,0.280835364824669
Ocyurus chrysurus3,1958,0.190369867130976,0.0587237712691234,0.190369867130976,0.0587237712691234
Ocyurus chrysurus3,1959,0.376902340295795,0.0296608307742513,0.376902340295795,0.0296608307742513
Ocyurus chrysurus3,1960,0.507843957340391,0.0220131329168101,0.507843957340391,0.0220131329168101
Ocyurus chrysurus3,1961,0.449414227563532,0.0248751282186599,0.449414227563532,0.0248751282186599
Ocyurus chrysurus3,1962,0.561666975391591,0.0199036742833932,0.561666975391591,0.0199036742833932
Ocyurus chrysurus3,1963,0.549538015555162,0.0203429721283962,0.549538015555162,0.0203429721283962
Ocyurus chrysurus3,1964,0.491008226043479,0.0227679210672591,0.491008226043479,0.0227679210672591
Ocyurus chrysurus3,1965,0.34607324843286,0.032303093592343,0.34607324843286,0.032303093592343
Ocyurus chrysurus3,1966,0.109103964907312,0.00102464072166672,0.109103964907312,0.00102464072166672
Ocyurus chrysurus3,1967,0.273588955878,0.0408614320635001,0.273588955878,0.0408614320635001
Ocyurus chrysurus3,1968,0.407525172564945,0.027432014723339,0.407525172564945,0.027432014723339
Ocyurus chrysurus3,1969,0.488290301306901,0.0228946520215778,0.488290301306901,0.0228946520215778
Ocyurus chrysurus3,1970,0.549409573102134,0.0203477279633325,0.549409573102134,0.0203477279633325
Ocyurus chrysurus3,1971,0.704136255545452,0.031753049060861,0.704136255545452,0.031753049060861
Ocyurus chrysurus3,1972,0.715463647671037,0.0312503271698661,0.715463647671037,0.0312503271698661
Ocyurus chrysurus3,1973,0.615456417777401,0.0181641399959796,0.615456417777401,0.0181641399959796
Ocyurus chrysurus3,1974,0.559405669627652,0.0259793711132497,0.559405669627652,0.0259793711132497
Ocyurus chrysurus3,1975,0.500421328278287,0.0245736132583214,0.500421328278287,0.0245736132583214
Ocyurus chrysurus3,1976,0.567566844278232,0.0244240012287983,0.567566844278232,0.0244240012287983
Ocyurus chrysurus3,1977,0.611312965372154,0.0241391775746289,0.611312965372154,0.0241391775746289
Ocyurus chrysurus3,1978,0.634600131512746,0.0302998469170319,0.634600131512746,0.0302998469170319
Ocyurus chrysurus3,1979,0.836120257366562,0.0402448112824345,0.836120257366562,0.0402448112824345
Ocyurus chrysurus3,1980,1.05977263981228,0.0864994397236817,1.05977263981228,0.0864994397236817
Ocyurus chrysurus3,1981,0.714002212484055,0.031314291016101,0.714002212484055,0.031314291016101
Ocyurus chrysurus3,1982,0.664813082478178,0.0354809339772169,0.664813082478178,0.0354809339772169
Ocyurus chrysurus3,1983,0.631127898132585,0.0375517886660729,0.631127898132585,0.0375517886660729
Ocyurus chrysurus3,1984,0.709265646706861,0.0412956694785606,0.709265646706861,0.0412956694785606
Ocyurus chrysurus3,1985,0.828098641482252,0.063854456651268,0.828098641482252,0.063854456651268
Ocyurus chrysurus3,1986,0.740640244871139,0.0529800000821334,0.740640244871139,0.0529800000821334
Ocyurus chrysurus3,1987,0.711534201103338,0.0609604396870867,0.711534201103338,0.0609604396870867
Ocyurus chrysurus3,1988,0.818663282180488,0.0633614071212399,0.818663282180488,0.0633614071212399
Ocyurus chrysurus3,1989,0.909004369396136,0.0828907503368352,0.909004369396136,0.0828907503368352
Ocyurus chrysurus3,1990,0.944341586724057,0.0846426148560334,0.944341586724057,0.0846426148560334
Ocyurus chrysurus3,1991,0.881669504192504,0.08355871265627,0.881669504192504,0.08355871265627
Ocyurus chrysurus3,1992,0.910663924956386,0.0808983058839689,0.910663924956386,0.0808983058839689
Ocyurus chrysurus3,1993,0.812032820069677,0.0933400988565476,0.812032820069677,0.0933400988565476
Ocyurus chrysurus3,1994,0.828539781029867,0.0922900500891511,0.828539781029867,0.0922900500891511
Ocyurus chrysurus3,1995,0.741231165381461,0.0770689379459619,0.741231165381461,0.0770689379459619
Ocyurus chrysurus3,1996,0.681028178585249,0.0554834890432703,0.681028178585249,0.0554834890432703
Ocyurus chrysurus3,1997,0.657218021094567,0.0569832858908874,0.657218021094567,0.0569832858908874
Ocyurus chrysurus3,1998,0.552874411425443,0.0549989703699606,0.552874411425443,0.0549989703699606
Ocyurus chrysurus3,1999,0.533414061360682,0.0461073716577977,0.533414061360682,0.0461073716577977
Ocyurus chrysurus3,2000,0.576512160771331,0.0564282603687314,0.576512160771331,0.0564282603687314
Ocyurus chrysurus3,2001,0.462331764415333,0.0382045861502743,0.462331764415333,0.0382045861502743
Ocyurus chrysurus3,2002,0.612329029928878,0.0388872201927821,0.612329029928878,0.0388872201927821
Ocyurus chrysurus3,2003,0.78378087461795,0.0834398182468861,0.78378087461795,0.0834398182468861
Ocyurus chrysurus3,2004,0.825891285959439,0.087983780318191,0.825891285959439,0.087983780318191
Ocyurus chrysurus3,2005,0.704358254615912,0.0872933631908084,0.704358254615912,0.0872933631908084
Ocyurus chrysurus3,2006,0.683104414592918,0.0536783177622285,0.683104414592918,0.0536783177622285
Ocyurus chrysurus3,2007,0.654809837989837,0.0631682249957178,0.654809837989837,0.0631682249957178
Ocyurus chrysurus3,2008,0.645052253259224,0.0684564453281419,0.645052253259224,0.0684564453281419
Ocyurus chrysurus3,2009,0.634346392049162,0.0704929462770016,0.634346392049162,0.0704929462770016
Ocyurus chrysurus3,2010,0.519668694176417,0.0516293707550729,0.519668694176417,0.0516293707550729
Ocyurus chrysurus3,2011,0.597367206411613,0.0789738332918964,0.597367206411613,0.0789738332918964
Ocyurus chrysurus3,2012,0.487813320973025,0.0501883137600229,0.487813320973025,0.0501883137600229
Ocyurus chrysurus3,2013,0.435914666055687,0.0500086666925407,0.435914666055687,0.0500086666925407
Ocyurus chrysurus3,2014,0.420022539354551,0.0460453365988971,0.420022539354551,0.0460453365988971
Ocyurus chrysurus3,2015,0.369309116380996,0.0508547353530037,0.369309116380996,0.0508547353530037
Ocyurus chrysurus3,2016,0.298996209272334,0.0463626389639295,0.298996209272334,0.0463626389639295
Ocyurus chrysurus3,2017,0.267553409245465,0.0543181547755182,0.267553409245465,0.0543181547755182
Ocyurus chrysurus3,2018,0.26268207572506,0.0553254631249521,0.26268207572506,0.0553254631249521
Ocyurus chrysurus3,2019,0.168785158152518,0.0861035866730674,0.168785158152518,0.0861035866730674
Scomberomorus cavalla,1951,1.40721882120928,2.56566924699536e-07,1.40721882120928,2.56566924699536e-07
Scomberomorus cavalla,1952,0.00127424424634126,0.000283341130535719,0.00127424424634126,0.000283341130535719
Scomberomorus cavalla,1953,5.50005854339109e-05,0.0065643993148183,5.50005854339109e-05,0.0065643993148183
